7.598364898213425249e+02,6.072556215415839915e+02,7.721734942218033382e+01,4.000258172708901720e-07
2.332044457100817908e+03,2.773811605290782722e+02,7.660764806388387171e+01,1.400691131923339761e-08
1.695539747084895907e+03,3.888603731568823605e+02,4.584217146136062837e+01,1.975152702702832956e-07
2.086779719159309934e+03,2.011691073489633084e+02,1.638755062733548584e+01,8.137719274727684378e-07
1.808629719822064999e+03,1.537238739470450071e+02,1.210436101830213218e+01,1.377207632930536282e-06
5.941607069296100008e+02,2.478430873610652725e+02,4.786264948822444865e+01,1.030578593360974405e-06
2.999588006254422908e+03,5.165196639608822125e+02,3.013663326830609890e+01,4.409492961989172985e-07
9.380059808806637420e+02,6.043180938539323961e+02,5.395711582994556466e+01,8.470263732843151390e-07
2.072174362942651555e+02,4.907605851550438842e+02,3.086725026627650550e+02,2.775996742596997519e-07
2.492221847556213106e+03,1.545551025811702459e+02,8.612126112748308415e+00,1.305655498966038304e-06
1.306347061052824301e+03,1.127465005275359147e+02,1.398393244348834052e+01,7.009515270264662529e-07
1.029737189023571773e+02,2.442045845460004614e+02,2.209225737805549841e+02,1.231607263297964988e-06
7.747465284485168695e+02,5.833747460149523931e+02,7.252127927574704813e+01,6.429853893565309558e-07
1.383821806892671020e+02,4.860360185671064528e+02,4.620196088438338506e+02,2.723850831933229057e-07
1.112871689499312993e+02,6.017128429100815765e+02,5.019370942930087267e+02,4.031541798382870398e-07
9.596509268675852127e+02,6.461811906674413422e+02,4.873300323412648538e+01,1.372714331062955091e-06
1.745501167702930161e+03,3.836607015365697180e+02,3.465793220564478361e+01,5.372723176968980317e-07
4.968339143496916108e+02,3.134187745754680918e+02,7.575073245395158494e+01,5.754866057007951904e-07
3.441773218673046358e+03,5.891724384019634044e+02,1.803040390709494289e+01,1.041560221614551545e-06
1.175302160236220516e+03,6.550908746554031268e+02,7.083457133045465071e+01,2.994099265258378967e-07
2.197594875915915054e+03,5.977824097420635781e+02,2.690439932345677576e+01,7.075841335563405019e-07
1.780185961762029820e+03,6.288627322513075342e+02,7.816595249018928371e+01,1.129348325558486803e-07
2.675236884783989353e+03,6.689668863961588841e+02,3.110211783167817146e+01,7.446740318535469167e-07
6.986771587959927956e+02,5.500405364676411182e+02,6.951689768802225444e+01,9.450655480026232893e-07
1.980955686635441225e+03,3.875551036915663303e+02,1.799949479746141279e+01,1.382725655596839223e-06
8.931623306907066535e+02,4.170492512161172840e+02,3.917838697050066799e+01,1.278958255654060666e-06
1.022103813451695800e+02,5.340973899203576138e+02,3.339642669209918040e+02,8.746886249192560494e-07
3.537661848917487987e+03,2.086586515154852179e+02,2.568985201153871145e+01,8.960116179566894656e-08
5.189303537544765277e+02,3.101140308550584450e+02,1.643211328389349717e+02,8.755027592201114382e-08
1.481823162992781420e+02,4.313073100887117448e+02,4.224394801968622915e+02,2.565718100556147822e-07
8.092181124777653167e+02,3.421838995355219026e+02,8.878790670556907116e+01,1.418489555131711895e-07
1.530693320837716328e+03,4.607779567148098181e+02,3.202699913682653232e+01,7.447543512989012535e-07
5.079416061643420335e+02,1.589861323726557032e+02,5.354421938546021664e+01,4.846296798267023230e-07
3.817661321029675037e+03,7.166259219566009051e+02,6.640071019049224788e+01,5.365343963717168876e-08
1.521861918240450109e+02,7.073768382562274155e+02,3.268582845692911860e+02,6.629943067737646361e-07
3.203021220467615876e+03,1.668808160356416010e+02,8.361982148937316950e+00,9.238200179356526364e-07
3.078652749676739973e+02,6.802397283751216719e+02,1.277371239405638761e+02,1.178312328528431929e-06
9.133279456198443995e+02,2.587465669572547426e+02,3.873733078632486837e+01,6.981492593217666409e-07
2.381271465479962899e+03,4.187093077284548599e+02,2.270290230140803445e+01,6.276488610562952221e-07
1.890958134707298086e+03,5.154116578457046671e+02,4.909342772111807562e+01,2.242384246348022270e-07
8.782716476860632611e+02,6.155502380250125043e+02,1.301764784832218993e+02,1.537050966859618400e-07
1.109032392868419493e+03,3.389717770961135557e+02,4.739275314465008648e+01,4.571075747945480686e-07
9.305138966701953507e+01,4.766298332271126128e+02,3.724170986835262056e+02,1.348102430982203082e-06
6.887088818734233087e+01,6.046221839879589197e+02,4.992976865361197838e+02,1.071890384618750277e-06
1.262866653881062120e+03,2.219912772580144917e+02,2.740095078387192018e+01,3.930057237480943042e-07
1.865481172669734406e+03,5.357826835419067493e+02,3.004706513179080218e+01,8.256681201074820925e-07
6.860051970983156480e+02,5.157430384085039350e+02,1.795756976912394407e+02,7.135301501756798468e-08
2.208884939037356503e+02,2.349089542715097991e+02,1.055792677201987999e+02,9.296196029195805989e-07
1.208828647248396635e+02,5.163213368861868275e+02,2.579995376093228288e+02,1.197706020043959115e-06
2.749706068191350369e+03,5.292042067878579701e+02,2.457058801449075247e+01,8.516278803703317472e-07
3.661165019900272910e+03,4.102513398383324557e+02,6.975481457786625583e+01,1.793608295988451888e-08
7.533340995122262029e+02,3.225414262071324174e+02,5.931581127754340343e+01,5.164070689634461462e-07
3.427949552958502863e+03,2.311319854823798323e+02,1.058051413932080465e+01,6.995735137555476666e-07
1.928243859297217114e+03,3.297123512413906496e+02,4.030394726141075523e+01,1.671393766974699172e-07
1.292464377758708224e+03,6.591100574287281688e+02,1.038945749822901519e+02,1.158491439185609984e-07
5.491454610348824872e+02,2.225614224872512068e+02,4.778411513755726503e+01,7.084106671900277252e-07
2.522281896447204872e+02,5.281927447373743689e+02,1.733797140752868415e+02,5.070868020167091703e-07
1.646493456233986024e+02,5.002945328593757495e+02,3.398574623383187827e+02,3.974749952982548979e-07
2.847092720625993934e+03,2.984243091805196855e+02,1.839190175590276866e+01,5.470992350685198830e-07
2.829797891690612914e+02,4.461525574053847549e+02,1.520596922678148530e+02,6.109445065891639610e-07
1.962069466334990693e+03,4.075946891510261594e+02,2.099436221604656083e+01,1.124408506032071978e-06
7.175537430864009139e+02,4.359563594315078490e+02,6.446869959026767560e+01,7.425260279930165940e-07
1.598207052102158627e+02,6.902824644525134090e+02,4.124428129787547732e+02,4.180798781169392806e-07
3.687260608674862965e+02,6.031409162922971063e+02,1.935235977101760909e+02,2.823100327977072558e-07
1.201635541154537577e+03,2.848705566045315436e+02,5.363046164763797918e+01,2.015203215134189297e-07
3.832624185440447036e+03,4.531168100324564421e+02,5.331277356415163382e+01,3.692165549575607943e-08
8.235203475926557530e+02,4.065427398144622657e+02,8.095172337498802051e+01,2.627574753215910974e-07
6.365201657872021315e+02,1.480880123966077804e+02,3.058344803465165285e+01,8.052442694268421405e-07
8.309161609461343687e+02,7.038312636035522019e+02,6.838848234752910571e+01,9.162484445477504610e-07
